destruction	disˈtrʌk∫ən	n.破坏，毁灭，消灭	2	stru		
detail	diˈteil	n.细节；枝节；零件	2			
detect	diˈtekt	vt.察觉，发觉；侦察	2	tect		
determination	ditəːmiˈnei∫(ə)n	n.决心/定;确定	2	termin		
determine	diˈtəːmin	vt.决定；查明；决心	2	termin		
develop	diˈveləp	vt.发展；形成；开发	2			
development	diˈveləpmənt	n.发展;开发；生长	2			
device	diˈvais	n.器械，装置；设计	2	divid		
devise	diˈvaiz	vt.设计，发明	2	divid		
devote	diˈvəut	vt.将…奉献，致力于	2			
diagram	ˈdaiəgræm	n.图解，图表，简图	2	graph		
dialect	ˈdaiəlekt	n.方言，土语，地方话	2	lect		
dictate	dikˈteit	vt.&vi.口授；命令	1	dic		
differ	ˈdifə	vi.不同，相异	2	fer		
digest	daiˈdʒest	vt.消化；领会 n.文摘	1			
diligent	ˈdilidʒənt	a.勤勉的，勤奋的	1	lect		
dimension	diˈmen∫ən	n.尺寸，尺度；面积	1	meter		
disable	disˈeibl	vt.使无能，使伤残	2			
disadvantage	ˌdisədˈvɑːntidʒ	n.不利(地位)	2	vant		
disappoint	ˌdisəˈpɔint	vt.使失望，使受挫折	2	punct		
disaster	diˈzɑːstə	n.灾难，灾祸；天灾	2	astro		
discard	disˈkɑːd	vt.丢弃，抛弃，遗弃	1			
discharge	disˈt∫ɑːdʒ	vt.释放；排出 n.释放	1			
discipline	ˈdisiplin	n.纪律；训练 vt.训练	1			
disclose	disˈkləuz	vt.揭开，揭发；透露	1	clud		
discourage	disˈkʌridʒ	vt.使泄气，使灰心	1	cor		
disguise	disˈgaiz	vi.隐瞒，掩埋 n.假装	1			
disgust	disˈgʌst	n.厌恶，憎恶	1			
dismiss	disˈmis	vt.不再考虑；解雇	2	mit		
disorder	disˈɔːdə	n.混乱，杂乱；骚乱	2	ord		
display	diˈsplei	vt.陈列，展览；显示	2	plic		
disposal	disˈpəuzəl	n.丢掉，处理，销毁	1	pon		
dispose	disˈpəuz	vi.去掉，丢掉；销毁	1	pon		
dispute	disˈpjuːt	vi.争论，争执 n.争论	1	put		
dissolve	diˈzɔlv	vt.使溶解；解散	1	solv		
distant	ˈdistənt	a.在远处的，疏远的	2	sist		
distinct	disˈtiŋkt	a.与其他不同的	1			
distinction	disˈtiŋk∫ən	n.差别，不同，区分	1			
distinguish	disˈtiŋgwi∫	vt.区别，辨别，认别	1			
distress	disˈtres	n.忧虑，悲伤；不幸	1	string		
distribute	disˈtribju(ː)t	vt.分发，分送；分布	1	trib		
distribution	ˌdistriˈbjuː∫ən	n.分发/配；分布	1	trib		
district	ˈdistrikt	n.区；地区，区域	2	string		
disturb	disˈtəːb	vt.打扰，扰乱；弄乱	2	turb		
diverse	daiˈvəːs	a.不一样的，相异的	1	vert		
divide	diˈvaid	vt.分；分配；分开	2	divid		
division	diˈviʒən	n.分，分配；除法	2	divid		
divorce	diˈvɔːs	n.离婚，离异 vi.离婚	2	vert		
document	ˈdɔkjumənt	n.公文，文件；证件	2	doc		
domestic	dəˈmestik	a.本国的；家庭的	1	domin		
doubtful	ˈdautful	a.难以预测的；怀疑的	2			
draft	drɑːft	n.草稿；汇票 vt.起草	1			
drain	drein	vt.排去；放水 n.耗竭	1			
dramatic	drəˈmætik	a.引人注目的，戏剧的	1			
drift	drift	vi.漂流，漂泊 n.漂流	1			
due	djuː	a.预期的；应给的	2			
durable	ˈdjuərəbl	a.耐久的，耐用的	1	dur		
duration	djuəˈrei∫ən	n.持续，持久	1	dur		
dynamic	daiˈnæmik	a.有活力的；动力的	1	dynam		
eager	ˈiːgə	a.渴望的，热切的	2			
earnest	ˈəːnist	a.认真的，诚恳的	1			
economic	ˌiːkəˈnɔmik	a.经济的，经济学的	2	nom		
economical	ˌiːkəˈnɔmikəl	a.节约的;经济学的	1	nom		
economy	i(ː)ˈkɔnəmi	n.经济；节约，节省	2	nom		
edition	iˈdi∫ən	n.版，版本，版次	2	don		
effect	iˈfekt	n.结果；效果，效力	2	fac		
effective	iˈfektiv	a.有效的；有影响的	1	fac		
efficiency	iˈfi∫ənsi	n.效率；功效，效能	1	fac		
efficient	iˈfi∫ənt	a.效率高的，有能力的	1	fac		
effort	ˈefət	n.努力；努力的成果	2	fort		
elaborate	iˈlæbərət	a.复杂的；精心制作的	1	labor		
elastic	iˈlæstik	n.松紧带 a.有弹性的	1			
elect	iˈlekt	vt.选举，推选；选择	2	lect		
election	iˈlek∫(ə)n	n.选举，选择权；当选	2	lect		
electricity	ilekˈtrisiti	n.电，电学；电流	2			
element	ˈelimənt	n.成分；要素；元素	2			
elevator	ˈeliveitə	n.电梯；升降机	2	lev		
eliminate	iˈlimineit	vt.消灭，消除，排除	2			
embarrass	imˈbærəs	vt.使窘迫，使为难	1			
embrace	imˈbreis	vt.拥抱；包括；包围	1			
emerge	iˈməːdʒ	vi.出现，涌现；冒出	2	merg		
emergency	iˈməːdʒnsi	n.紧急情况，突然事件	2	merg		
emit	iˈmit	vt.散发；发射；发表	1	mit		
emotion	iˈməu∫ən	n.情感，感情；激动	2	mob		
emphasis	ˈemfəsis	n.强调，重点，重要性	2			
emphasize	ˈemfəsaiz	vt.强调，着重	2			
employ	imˈplɔi	vi.雇用；用；使忙于	2	plic		
employment	imˈplɔimənt	n.工业；雇/使用	2	plic		
enclose	inˈkləuz	vt.围住，圈起；附上	1	clud		
encounter	inˈkauntə	vt.遭遇，遇到 n.遭遇	1			
endure	inˈdjuə	vt.忍受；容忍	1	dur		
enforce	inˈfɔːs	vt.实施，执行；强制	1	fort		
engage	inˈgeidʒ	vt.使从事于；聘用	1			
enormous	iˈnɔːməs	a.巨大的，庞大的	1	norm		
ensure	inˈ∫uər	vt.保证；保护；赋予	1	cur		
entertain	ˌentəˈtein	vt.使欢乐；招待	1	tain		
enthusiasm	inˈθjuːziæzəm	n.热情/心，热忱	1			
entire	inˈtaiə	a.全部的，整个的	2			
entry	ˈentri	n.入口处；登记；进入	2			
environment	inˈvaiərənmənt	n.环境，外界；围绕	2			
envy	ˈenvi	vt.&n.妒忌；羡慕	1	vid		
equal	ˈiːkwəl	a.相等的；平等的	2	equ		
equality	i(ː)ˈkwɔliti	n.等同，平等；相等	1	equ		
equipment	iˈkwipmənt	n.装备，设备，配备	2			
equivalent	iˈkwivələnt	a.相等的；等量的	1	equ	equ,val	equ(相等)+val(价值)
era	ˈiərə	n.时代，年代；纪元	1			
erect	iˈrekt	vt.建造；使竖立	1	reg		
error	ˈerə	n.错误，谬误；差错	2	err		
essay	ˈesei	n.短文，散文，小品文	1			
essential	iˈsen∫əl	a.必要的，本质的	2			
establish	isˈtæbli∫	vt.建立，设立；确立	2	sist		
estimate	ˈestimeit	vt.估计，评价 n.估计	2			
evaluate	iˈvæljueit	vt.评价，估…的价	1	val		
event	iˈvent	n.事件，大事；事变	2	ven		
eventually	iˈventjuəli	ad.终于；最后	2	ven		
evidence	ˈevidəns	n.根据；证据，证人	2	vid		
evident	ˈevidənt	a.明显的，明白的	1	vid		
evil	ˈiːvl	n.邪恶；祸害 a.坏的	2			
evolution	evəˈluː∫ən	n.进化，演化；发展	1	volv		
evolve	iˈvɔlv	vt.使进化；使发展	1	volv		
exaggerate	igˈzædʒəreit	vt.&vi.夸大，夸张	1			
exceed	ikˈsiːd	vt.超过，胜过；超出	1	ced		
exception	ikˈsep∫ən	n.例外，除外	2	cap		
excess	ˈekses	n.超越；过量；过度	1	ced		
exchange	iksˈt∫eindʒ	vt.交换；交流 n.交换	2			
exclaim	iksˈkleim	vi.呼喊；惊叫	1	claim		
exclude	iksˈkluːd	vt.把…排除在外	1	clud		
excursion	iksˈkəː∫ən	n.远足；短途旅行	1	cur		
execute	ˈeksikjuːt	vt.将…处死；实施	1	sequ		
executive	igˈzekjutiv	a.执行的 n.执行者	1	sequ		
exert	igˈzəːt	vt.尽(力)，运用	1			
exhaust	igˈzɔːst	vt.使筋疲力尽；用尽	1			
exhibit	igˈzibit	vt.显示；陈列，展览	1	hab		
exist	igˈzist	vi.存在；生存，生活	1	sist		
expand	iksˈpænd	vt.扩大；使膨胀	2	pand		
expect	iksˈpekt	vt.预料，预期；等待	2	spec		
expectation	ˌekspekˈtei∫ən	n.期待/望，预期	1	spec		
expense	ikˈspens	n.花费，消费；费用	1	pend		
experiment	iksˈperimənt	n.实验；试验	2			
experimental	ikˈsperiment(ə)l	a.实/试验的	1			
expert	ˈekspəːt	n.专家 a.熟练的	2			
explanation	ˌekspləˈnei∫ən	n.解释,说明;辩解	2			
explode	iksˈpləud	vt.使爆炸 vi.爆炸	2			
exploit	iksˈplɔit	vt.剥削；利用；开拓	1	plic		
explore	iksˈplɔː	vt.&vi.探险，探索	2			
explosion	iksˈpləuʒən	n.爆炸，爆发，炸裂	1			
export	ˈekspɔːt	vt.输出，出口；运走	2	port		
expose	iksˈpəuz	vt.使暴露；揭露	1	pon		
exposure	iksˈpəuʒə	n.暴露；揭露；曝光	1	pon		
express	iksˈpres	vt.表示 n.快车，快递	2			
extend	iksˈtend	vt.延长；扩大；致	1	tend		
extension	iksˈten∫ən	n.延长部分；伸展	1	tend		
extensive	iksˈtensiv	a.广阔的；广泛的	1	tend		
extent	iksˈtent	n.广度；范围；程度	1	tend		
exterior	eksˈtiəriə	a.外部的；对外的	1			
external	eksˈtəːnl	a.外部的，外面的	1			
extraordinary	ikˈstrɔːdəneri	a.非同寻常的，特别的	1	ord		
extreme	ikˈstriːm	a.极度的；尽头的	2			
fabric	ˈfæbrik	n.织物，纺织品；结构	1			
facility	fəˈsiliti	n.设备；容易；便利	1	fac		
factor	ˈfæktə	n.因素；因子，系数	2	fac		
faculty	ˈfækəlti	n.才能，能力；系，科	1	fac		
failure	ˈfeiljə	n.失败；失败的人	2			
faint	feint	a.微弱的；虚弱的	2			
faith	feiθ	n.信任，信心；信仰	2	fid		
familiar	fəˈmiljə	a.熟悉的；冒昧的	2			
famine	ˈfæmin	n.饥荒；严重的缺乏	1			
fancy	ˈfænsi	n.想象力；设想；爱好	2			
fare	feə	n.车费，船费，票价	2			
farewell	ˈfeəˈwel	int.再会 n.告别	2			
fatal	ˈfeitl	a.致命的；命运的	2			
fate	feit	n.命运，天数	2			
fatigue	fəˈtiːg	n.疲劳，劳累	1	ped		
fault	fɔːlt	n.缺点；过失；故障	2			
favour	ˈfeivə	n.好感；赞同；恩惠	2			
fearful	ˈfiəful	a.害怕的，可怕的	2			
feasible	ˈfiːzəbl	a.可行的；可能的	1	fac		
feast	fiːst	n.盛宴，筵席；节日	2			
feature	ˈfiːt∫ə	n.特征，特色；面貌	2	fac		
federal	ˈfedərəl	a.联邦的；联盟的	1	fid		
fee	fiː	n.费，酬金；赏金	2			
feeble	ˈfiːbl	a.虚弱的；微弱的	2			
feedback	ˈfiːdbæk	n.回授，反馈，反应	2			
female	ˈfiːmeil	n.雌性的动物；女子	2			
fence	fens	n.栅栏	2	fend		
fertile	ˈfəːtail	a.肥沃的；多产的	2	fer		
fever	ˈfiːvə	n.发热，发烧；狂热	2			
fiction	ˈfik∫ən	n.小说；虚构，杜撰	2	fict		
fierce	fiəs	a.凶猛的，狂热的	2			
figure	ˈfigə	n.数字；外形；人物	2	fict		
file	fail	n.档案 vt.把…归档	2			
filter	ˈfiltə	vt.过滤 n.滤纸	2			
final	ˈfainəl	a.最后的；决定性的	2	fin		
finance	faiˈnæns	n.财政，金融；财源	2	fin		
financial	faiˈnæn∫əl	a.财政的，金融的	2	fin		
firm	fəːm	n.商行，商号，公司	2	firm		
flame	fleim	n.火焰；光辉；热情	2			
flash	flæ∫	n.闪光 vi.闪，闪烁	2			
flavour	ˈfleivə	n.味，味道；风味	2			
flesh	fle∫	n.肉，肌肉；肉体	2			
flexible	ˈfleksəbl	a.易弯曲的；灵活的	2	flect		
flight	flait	n.航班；飞行；逃跑	2			
float	fləut	vi.漂浮 vt.使漂浮	2	flu		
flourish	ˈflʌri∫	vi.繁荣，茂盛，兴旺	1	flor		
flow	fləu	vi.流动；飘垂；涨潮	2	flu		
flu	fluː	n.流行性感冒	2	flu		
fluent	ˈflu(ː)ənt	a.流利的，流畅的	2	flu		
fluid	ˈflu(ː)id	n.流体，液体	2	flu		
focus	ˈfəukəs	vi.聚焦，注视 n.焦点	2			
fond	fɔnd	a.喜爱的；溺爱的	2			
forbid	fəˈbid	vt.禁止，不许；阻止	2			
force	fɔːs	vt.强迫 n.力，力量	2	fort		
forecast	ˈfɔːkɑːst	n.预测，预报 vt.预示	2			
foreign	ˈfɔrin	a.外国的；外来的	2			
forgive	fəˈgiv	vt.原谅，饶恕，宽恕	2			
form	fɔːm	n.形式；形状 vt.形成	2	form		
formal	ˈfɔːməl	a.正式的；礼仪上的	2	form		
former	ˈfɔːmə	a.在前的 n.前者	2	form		
formula	ˈfɔːmjulə	n.公式，式	2	form		
fortunate	ˈfɔːt∫ənit	a.幸运的，侥幸的	2			
fortune	ˈfɔːt∫ən	n.命运，运气；财产	2			
found	faund	vt.创立，创办；建立	2	fund		
foundation	faunˈdei∫ən	n.基础；地基；基金	2	fund		
fraction	ˈfræk∫ən	n.小部分；片断；分数	2	frag		
fragment	ˈfrægmənt	n.碎片，破片，碎块	2	frag		
frame	freim	n.框架，框子；构架	2			
framework	ˈfreimwəːk	n.框架，构架，结构	2			
freedom	ˈfriːdəm	n.自由；自主	2			
freight	freit	n.货运；货物；运费	1			
frequency	ˈfriːkwənsi	n.屡次；次数；频率	2			
frequent	ˈfriːkwənt	a.时常发生的；经常的	2			
fresh	fre∫	a.新的；新鲜的	2			
friction	ˈfrik∫ən	n.摩擦，摩擦力	1			
frontier	ˈfrʌntjə	n.边境；边疆；新领域	1	front		
frost	frɔst	n.冰冻，严寒；霜	2			
frown	fraun	vi.皱眉，蹙额	2			
fuel	fjuəl	n.燃料 vt.给…加燃料	2			
fulfil	fulˈfil	vt.履行；满足；完成	2			
function	ˈfʌŋk∫ən	n.功能；职务；函数	2			
fund	fʌnd	n.资金；基金；存款	1	fund		
fundamental	ˌfʌndəˈmentl	a.基础的，基本的	1	fund		
funeral	ˈfjuːnərəl	n.葬礼，丧礼，丧葬	2			
furious	ˈfjuəriəs	a.狂怒的；狂暴的	1			
furnish	ˈfəːni∫	vt.供应，提供；装备	1			
furniture	ˈfəːnit∫ə	n.家具；装置，设备	2			
further	ˈfəːðə	ad.更远地 a.更远的	2			
furthermore	fəːðəˈmɔː(r)	ad.而且，此外	1			
future	ˈfjuːt∫ə	n.将来，未来；前途	2			
gain	gein	vt.获得；增加 n.增进	2			
gap	gæp	n.缺口；间隔；差距	2			
garbage	ˈgɑːbidʒ	n.垃圾，污物，废料	1			
gaze	geiz	vi.凝视，盯，注视	2			
general	ˈdʒenərəl	a.总的；一般的 n.将军	2	gen		
generate	ˈdʒenəˌreit	vt.发生；引起；生殖	1	gen		
generation	ˌdʒenəˈrei∫ən	n.一代(人)；产生	2	gen		
generous	ˈdʒenərəs	a.慷慨的；宽厚的	2	gen		
genius	ˈdʒiːnjəs	n.天才，天赋，天资	1	gen		
genuine	ˈdʒenjuin	a.真的；真正的	1	gen		
geometry	dʒiˈɔmitri	n.几何，几何学	2	geo	geo,meter	geo(土地)+meter(测量),几何源于丈量土地
germ	dʒəːm	n.微生物，细菌，幼芽	1			
gesture	ˈdʒest∫ə	n.姿势，手势；姿态	1			
glimpse	glimps	vt.瞥见 n.一瞥，一看	1			
gloomy	ˈgluːmi	a.黑暗的；令人沮丧的	1			
glorious	ˈglɔːriəs	a.光荣的；壮丽的	2			
glory	ˈglɔːri	n.光荣；荣誉的事	2			
govern	ˈgʌvən	vt.统治，治理；支配	1			
government	ˈgʌvənmənt	n.政府；治理；政治	2			
governor	ˈgʌvənə	n.州长；主管人员	1			
grace	greis	n.优美，文雅；雅致	1	grat		
graceful	ˈgreisful	a.优美的，优雅的	1	grat		
gracious	ˈgrei∫əs	a.有礼貌的；仁慈的	1	grat		
gradual	ˈgrædjuəl	a.逐渐的；渐进的	1	grad		
graduate	ˈgrædjueit	n.毕业生 vi.大学毕业	2	grad		
grammar	ˈgræmə	n.语法；语法书	2	graph		
grant	grɑːnt	n.授给物 vt.授予	1			
graph	grɑːf	n.(曲线)图，图表	1	graph		
grasp	grɑːsp	vt.抓紧；掌握 n.抓	2			
grateful	ˈgreitful	a.感激的；令人愉快的	2	grat		
gratitude	ˈgrætitjuːd	a.感激，感谢，感恩	1	grat		
grave	greiv	n.坟墓 a.严重的	2	grav		
gravity	ˈgræviti	n.重力，引力；严重性	1	grav		
grieve	griːv	vt.使悲痛 vi.悲痛	1	grav		
grip	grip	vt.握紧，抓牢 n.紧握	2			
gross	grəus	a.总的；严重的	1			
growth	grəuθ	n.增长；增长量；生长	2			
guarantee	ˌgærənˈtiː	n.保证；担保物	1			
guidance	ˈgaidəns	n.引导，指导，领导	1			
guilty	ˈgilti	a.内疚的；有罪的	2			
gulf	gʌlf	n.海湾	1			
habitual	həˈbitjuəl	a.习惯性的，惯常的	1	hab		
halt	hɔːlt	vi.停止；立定 n.停住	1			
handle	ˈhændl	n.柄，把手 vt.拿，触	2			
handy	ˈhændi	a.手边的；便于使用的	2			
harbour	ˈhɑːbə	n.海港，港口 vt.庇护	2			
hardly	ˈhɑːdli	ad.几乎不，简直不	2			
hardship	ˈhɑːdˌ∫ip	n.艰难，困苦	2			
hardware	ˈhɑːdweə	n.五金器具；硬件	2			
harm	hɑːm	n.伤害，损害 vt.损害	2			
harmony	ˈhɑːməni	n.调合，协调，和谐	1			
harness	ˈhɑːnis	vt.治理 n.马具，挽具	1			
harsh	hɑː∫	a.严厉的；刺耳的	1			
harvest	ˈhɑːvist	n.收获，收成 vt.收割	2			
haste	heist	n.急速，急忙；草率	1			
hasten	ˈheisn	vt.催促 vi.赶紧	1			
hatred	ˈheitrid	n.憎恶，憎恨，仇恨	1			
hay	hei	n.干草	2			
hazard	ˈhæzəd	n.危险；公害	1			
heading	ˈhediŋ	n.标题，题词，题名	2			
headline	ˈhedlain	n.大字标题；新闻提要	2			
headmaster	hedˈmɑːstə(r)	n.校长	2			
headquarters	ˈhedˌkwɔːtəz	n.司令部；总部	1			
heal	hiːl	vt.治愈；使和解	1			
heating	ˈhiːtiŋ	n.加热，供暖	2			
heaven	ˈhevn	n.天堂；天，天空	2			
heavily	ˈhevili	ad.重重地；大量地	2			
hedge	hedʒ	n.篱笆，树篱；障碍物	1			
height	hait	n.高，高度；高处	2			
heir	eə	n.后嗣，继承人	1			
helicopter	ˈhelikɔptə	n.直升机	1			
hell	hel	n.地狱；极大的痛苦	2			
helpless	ˈhelplis	a.无助的；无能的	2			
hen	hen	n.母鸡，雌禽	2			
hence	hens	ad.因此，所以；今后	1			
hero	ˈhiərəu	n.男主角；英雄；勇士	2			
heroic	hiˈrəuik	a.英雄的；英勇的	1			
heroine	ˈherəuin	n.女主角；女英雄	1			
hesitate	ˈheziteit	vi.犹豫，踌躇；含糊	1	her		
highly	ˈhaili	ad.高度地，很，非常	2			
hillside	ˈhilsaid	n.(小山)山腰，山坡	2			
hint	hint	n.暗示，示意；建议	1			
hire	ˈhaiə	vt.租借 n.租用，雇用	2			
historical	hisˈtɔrikəl	a.历史的，有关历史的	1			
history	ˈhistəri	n.历史；个人经历	2			
hobby	ˈhɔbi	n.业余爱好，癖好	2			
hollow	ˈhɔləu	a.空的；空洞的	1			
holy	ˈhəuli	a.神圣的；圣洁的	2			
honest	ˈɔnist	a.诚实的；可敬的	2			
honesty	ˈɔnisti	n.诚实，正直	2			
honeymoon	ˈhʌnimuːn	n.蜜月	2			
honour	ˈɔnə	n.光荣；尊敬，敬意	2			
honourable	ˈɔnərəbl	a.诚实的；光荣的	1			
hook	huk	n.钩，挂钩 vt.钩住	2			
hopeful	ˈhəupful	a.有希望的	2			
hopeless	ˈhəuplis	a.没有希望的，绝望的	2			
horizon	həˈraizn	n.地平线；眼界，见识	1			
horizontal	ˌhɔriˈzɔntl	a.地平的；水平的	1			
horn	hɔːn	n.号角；警报器；角	2			
horror	ˈhɔrə	n.恐怖；战栗；憎恶	1	horr		
host	həust	n.主人；东道主	2	hosp		
hostile	ˈhɔstail	a.敌方的；不友善的	1	hosp		
household	ˈhaushəuld	n.家庭，户；家务	2			
human	ˈhjuːmən	a.人的，人类的 n.人	2	hum		
humble	ˈhʌmbl	a.谦逊的；地位低下的	1	hum		
humid	ˈhjuːmid	a.湿的，湿气重的	1	hum		
humour	ˈhjuːmə	n.幽默，诙谐，幽默感	1	hum		
ideal	aiˈdiəl	a.理想的；观念的	2	vid		
identical	aiˈdentikəl	a.完全相同的；同一的	1	ident		
identify	aiˈdentifai	vt.认出，识别，鉴定	1	ident		
idle	ˈaidl	a.空闲的；懒散的	2			
ignorant	ˈignərənt	a.不知道的；无知的	1	cogn		
ignore	igˈnɔː	vt.不顾，不理，忽视	1	cogn		
illegal	iˈliːgəl	a.不合法的，非法的	1	leg		
illustrate	ˈiləstreit	vt.(用图等)说明	1	luc		
image	ˈimidʒ	n.像；形象；映象	2			
imagination	iˌmædʒiˈnei∫ən	n.想象(力)；空想	2			
imagine	iˈmædʒin	vt.想象，设想；料想	2			
imitate	ˈimiteit	vt.模仿，仿效；仿制	1			
immediate	iˈmiːdjət	a.立即的；直接的	1	med		
immense	iˈmens	a.巨大的；极好的	1	meter		
immigrant	ˈimigrənt	n.移民 a.移民的	1	migr		
impact	ˈimpækt	n.影响，作用；冲击	1			
implication	ˌimpliˈkei∫ən	n.含义，暗示，暗指	1	plic		
imply	imˈplai	vt.暗示，意指	1	plic		
import	imˈpɔːt	vt.&n.输入，进口	1	port		
impose	imˈpəuz	vt.把…强加；征(税)	1	pon		
impress	imˈpres	vt.给…深刻印象	1			
impression	imˈpre∫ən	n.印；印象；印记	1			
impressive	imˈpresiv	a.给人印象深刻的	2			
incident	ˈinsidənt	n.发生的事；事件	2	cad		
incline	inˈklain	n.斜坡 vt.使倾斜	1	clin		
indefinite	inˈdefinit	a.不明确的；不定的	1	fin		
independent	indiˈpendənt	a.独立的;自主的	2	pend		
index	ˈindeks	n.索引；指数；指标	2	dic		
indicate	ˈindikeit	vt.标示，表示；表明	2	dic		
indifferent	inˈdifərənt	a.冷漠的；不积极的	1	fer		
indignant	inˈdignənt	a.愤慨的，义愤的	1	dign		
indispensable	ˌindisˈpensəbl	a.必不可少的，必需的	1	pend		
individual	ˌindiˈvidjuəl	a.个别的；独特的	2	divid		
industry	ˈindəstri	n.工业，产业；勤劳	2	stru		
inevitable	inˈevitəbl	a.不可避免的，必然的	1			
infect	inˈfekt	vt.传染；感染	2	fac		
infer	inˈfəː	vt.推论，推断；猜想	2	fer		
inferior	inˈfiəriə	a.下等的；劣等的	1			
infinite	ˈinfinit	a.无限的；无数的	1	fin		
influence	ˈinfluəns	n.影响；势力 vt.影响	2	flu		
inform	inˈfɔːm	vt.通知，向…报告	2	form		
inhabit	inˈhæbit	vt.居住于，栖息于	1	hab		
inherit	inˈherit	vt.继承(传统等)	1			
initial	iˈni∫əl	a.最初的；词首的	1	it		
injection	inˈdʒek∫ən	n.注射，注入；充满	1	ject		
injure	ˈindʒə	vt.伤害，损害，损伤	2	jud		
injury	ˈindʒəri	n.损害，伤害；受伤处	2	jud		
innocent	ˈinəsnt	a.清白的，幼稚的	2			
inquire	inˈkwaiə	vt.打听，询问；调查	1	quir		
inquiry	inˈkwaiəri	n.询问，打听；调查	1	quir		
insert	inˈsəːt	vt.插入; 嵌入; 登载	1			
insist	inˈsist	vi.坚持；坚持要求	2	sist		
inspect	inˈspekt	vt.检查，审查；检阅	1	spec		
inspire	inˈspaiə	vt.鼓舞；给…以灵感	1	spir		
install	inˈstɔːl	vt.安装，设置	2			
instance	ˈinstəns	n.例子，实例，事例	1	sist		
instant	ˈinstənt	n.瞬间 a.立即的	2	sist		
instinct	ˈinstiŋkt	n.本能；直觉；生性	1			
institute	ˈinstitjuːt	n.研究所；学院	1	sist		
institution	ˌinstiˈtjuː∫ən	n.协会;制度，习俗	1	sist		
instruct	inˈstrʌkt	vt.教；指示；通知	2	stru		
instrument	ˈinstrumənt	n.仪器;工具；乐器	2	stru		
insult	ˈinsʌlt	vt.&n.侮辱，凌辱	2	sal		
insurance	inˈ∫uərəns	n.保险；保险费	1	cur		
intellectual	ˌintiˈlektjuəl	n.知识分子 a.智力的	1	lect		
intelligence	inˈtelidʒəns	n.智力；理解力；情报	1	lect		
intend	inˈtend	vt.想要，打算；意指	2	tend		
intense	inˈtens	a.强烈的；紧张的	1	tend		
intensity	inˈtensiti	n.强烈，剧烈；强度	1	tend		
intensive	inˈtensiv	a.加强的；精耕细作的	1	tend		
intention	inˈten∫ən	n.意图，意向，目的	2	tend		
interaction	ˌintərˈæk∫ən	n.相互作用；干扰	1	act		
interfere	ˌintəˈfiə	vi.干涉，干预；妨碍	1	fer		
interior	inˈtiəriə	a.内的；内地的 n.内部	1			
intermediate	ˌintəˈmiːdjət	a.中间/级的	1	med		
internal	inˈtəːnl	a.内的；国内的	1			
interpret	inˈtəːprit	vt.解释，说明；口译	1			
interrupt	ˌintəˈrʌpt	vt.打断，打扰；中止	2	rupt		
interval	ˈintəvəl	n.间隔；休息；间距	1			
interview	ˈintəvjuː	n.接见；会见；面谈	2	vid		
intimate	ˈintimit	a.亲密的；个人的	1			
invade	inˈveid	vt.入侵，侵略；侵袭	1	vad		
invent	inˈvent	vt.发明，创造；捏造	2	ven		
invest	inˈvest	vt.投资；投入	2	vest		
investigate	inˈvestigeit	vt.&vi.调查	1			
investigation	inˌvestiˈgei∫ən	n.调查，调查研究	1			
investment	inˈvestmənt	n.投资(额)，投入	1	vest		
invisible	inˈvizəbl	a.看不见的，无形的	1	vid		
invitation	ˌinviˈtei∫ən	n.邀请，招待；请柬	2			
invite	inˈvait	vt.邀请，聘请；招待	2			
involve	inˈvɔlv	vt.使卷入；牵涉	1	volv		
irregular	iˈregjulə	a.不规则的；不整齐的	1	reg		
isolate	ˈaisəleit	vt.使隔离，使孤立	1	sol		
issue	ˈisjuː	n.问题；发行 vt.发行	2			
jealous	ˈdʒeləs	a.妒忌的；猜疑的	2			
joint	dʒɔint	n.接头，接缝；关节	2	junct		
journal	ˈdʒəːnl	n.日报，杂志；日志	1			
journalist	ˈdʒəːnəlist	n.记者，新闻工作者	1			
judge	dʒʌdʒ	n.法官；裁判员	2	jud		
judgement	ˈdʒʌdʒmənt	n.意见；审判；判断	2	jud		
junior	ˈdʒuːnjə	a.年少的 n.晚辈	2			
jury	ˈdʒuəri	n.陪审团；评奖团	1	jud		
justice	ˈdʒʌstis	n.正义，公正；司法	2	jud		
justify	ˈdʒʌstifai	vt.证明…是正当的	1	jud		
keen	kiːn	a.热心的；激烈的	2			
label	ˈleibl	n.标签；标记，符号	2			
laboratory	ˈlæbərətəri	n.实验室，研究室	2	labor		
labour	ˈleibə(r)	n.劳动；工作；劳工	2	labor		
lack	læk	vi.&vi.&n.缺乏，不足	2			
lag	læg	vi.走得慢 n.落后	1			
latter	ˈlætə	a.(两者中)后者的	2			
launch	lɔːnt∫	vt.发射，投射；发动	2			
layout	ˈleiˌaut	n.布局，安排，设计	2			
leadership	ˈliːdə∫ip	n.领导	2			
leading	ˈliːdiŋ	a.指导的；最主要的	2			
leak	liːk	vi.漏；泄露 n.漏洞	2			
leap	liːp	vi.跳，跃 n.跳跃	2			
lecture	ˈlekt∫ə	n.&vi.演讲，讲课	2	lect		
legal	ˈliːgəl	a.法律的；合法的	2	leg		
legend	ˈledʒənd	n.传说，传奇	2	lect		
leisure	ˈliːʒə	n.空闲时间；悠闲	2			
lessen	ˈlesn	vt.减少，减轻；缩小	2			
lest	lest	conj.惟恐，以免	1			
lever	ˈliːvə	n.杆，杠杆；控制杆	2	lev		
liable	ˈlaiəbl	a.易于…的；可能的	1	lig		
